treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ascl1p	1	0.7	positive	24	30	1.613089005235602	14	2.253330645639943	2.0	-1.5603657962940778	0.1600435686304581	-1.405979544846313	0.2642949521338058	
Ascl1p	2	0.3	positive	648	6930	2.8031264702777197	248	3.857922050462086	39.0	-3.912588282956145	0.08648663746494417	-3.5559770976018497	0.08774557671262032	
Ascl1p	2	0.32105263157894737	positive	624	5334	2.8934796765061876	277	3.5166918994918666	30.0	-5.498820605378076	0.026326229736647857	-5.191140056979745	0.04095777585453897	
Ascl1p	2	0.34210526315789475	positive	592	4048	3.0139709250578535	279	3.4565974869254714	27.0	-5.8540282195212505	0.0032020385446092235	-6.020660645236338	0.029182573982267118	
Ascl1p	2	0.3631578947368421	positive	565	3113	2.869127606359514	275	4.624491793708657	31.0	0.23708554037754626	0.8637701408063392	-0.15842122366278533	0.7071670878040837	
Ascl1p	2	0.38421052631578945	positive	521	2364	3.158872825494875	271	4.074054003551941	23.0	-0.8201103346992848	0.5901440199498817	-0.841154632984781	0.38159881511459814	
Ascl1p	2	0.4052631578947368	positive	470	1783	2.794675395864572	265	3.915663687797528	20.0	-0.9586653226675965	0.47386882694643917	-0.8784747460861313	0.36224139804642574	
Ascl1p	2	0.4263157894736842	positive	412	1335	2.6339699760721866	235	3.363820337792956	14.0	-0.9798849031255412	0.6108589462082938	-1.142018461297614	0.32012947261519775	
Ascl1p	2	0.4473684210526315	positive	363	1005	2.4644807491726377	218	3.2926696210952757	12.0	-1.2146140428214665	0.45394966217925026	-1.271440249207457	0.25911643040513066	
Ascl1p	2	0.46842105263157896	positive	332	788	2.4475737207301247	208	3.4668319384191153	11.0	0.38388438238748	0.8048305983934205	-0.2689802028476158	0.5841276052185463	
Ascl1p	2	0.4894736842105263	positive	231	540	2.284398169603801	147	2.6982381013045824	6.0	-2.272574193454264	0.39011101823639893	-2.541010257427616	0.14834254775388847	
Ascl1p	2	0.5105263157894737	positive	199	411	1.983457858172762	129	3.17096739698316	7.0	0.650448032164729	0.7265669472617889	-0.3058406528607507	0.5708942583978802	
Ascl1p	2	0.531578947368421	positive	145	278	4.365920241587186	94	3.089198295736893	6.0	0.2814062590771469	0.8560123420992714	-0.3498313469779324	0.5099672912839993	
Ascl1p	2	0.5526315789473684	positive	117	206	1.9806889352818373	71	3.4858367608628185	6.0	1.5517186604052409	0.2042085301159734	-0.011969365529359344	0.9065860964505263	
Ascl1p	2	0.5736842105263158	positive	96	160	5.145561688796062	58	2.5508477221859827	3.0	-1.0093931850483981	0.6632737323976159	-1.9108697919481394	0.1854255964067011	
Ascl1p	2	0.5947368421052631	positive	78	118	2.1001423825344094	54	2.766205229102238	3.0	0.1628702983190804	0.9223170144370721	-0.660843035744658	0.3180446910786654	
Ascl1p	2	0.6157894736842104	positive	28	46	1.4097414009540545	18	2.628156288163994	3.0	-0.3259996422240452	0.764225535398968	-0.39087545012654723	0.4905442843642135	
Ascl1p	2	0.6368421052631579	positive	22	36	1.4593939393939395	14	2.716923592595971	3.0	-0.23210646757712516	0.7956662203727013	-0.2791324110448895	0.49809671312425363	
Ascl1p	3	0.3	positive	647	7203	2.866656860988564	253	3.775752062969281	40.0	-5.7222304670736595	0.007907057744437708	-5.268775487223967	0.03539337636996345	
Ascl1p	3	0.32105263157894737	positive	623	5542	2.9815761616374976	253	4.653481253300734	45.0	-2.0793313793266592	0.08279902931137308	-2.016454994316999	0.20717805850987547	
Ascl1p	3	0.34210526315789475	positive	596	4222	3.112514088293091	266	4.4543661934603005	38.0	-2.385422941229994	0.029993310911868725	-2.576068361219116	0.14165441639443158	
Ascl1p	3	0.3631578947368421	positive	561	3242	3.0239454403482244	272	3.8852434755014107	27.0	-2.858276180194847	0.07073265897801101	-2.6245548970779007	0.13621603261030588	
Ascl1p	3	0.38421052631578945	positive	523	2520	3.301807205182116	273	3.5206679358076083	20.0	-3.161696363684325	0.10471272005292678	-2.718933898349265	0.12415170645022112	
Ascl1p	3	0.4052631578947368	positive	483	1946	3.086806758283767	265	3.2613504725776536	16.0	-3.8712432669420105	0.0561357939420868	-3.3895991611298006	0.08812885603123294	
Ascl1p	3	0.4263157894736842	positive	434	1444	3.45199699673617	243	3.5269811132689464	14.0	-0.1140644195593481	0.9532349133481278	-0.6617104863555676	0.4151195382180032	
Ascl1p	3	0.4473684210526315	positive	384	1085	3.4589050887829744	223	3.2300593646718583	11.0	-0.9502551432424058	0.6380924397247623	-1.221792248207933	0.2715774818333595	
Ascl1p	3	0.46842105263157896	positive	282	771	3.2435334488350884	160	2.7072329907183725	7.0	-2.715576879673953	0.32851905594357556	-2.9496897356234775	0.09717853299677262	
Ascl1p	3	0.4894736842105263	positive	247	598	2.8820451696014477	154	2.8185333972792606	7.0	-0.7998021481926494	0.7359008284517317	-1.3628931432172582	0.24195248798070323	
Ascl1p	3	0.5105263157894737	positive	199	451	2.5188182303992677	121	2.5084902818554866	5.0	-2.3270282123986044	0.3934844290489059	-2.7093946326210765	0.10073367228390659	
Ascl1p	3	0.531578947368421	positive	161	349	2.343049872998007	103	2.5504234648976136	5.0	-2.7741654688160216	0.20854192916206804	-2.710936101098433	0.10592422632583552	
Ascl1p	3	0.5526315789473684	positive	130	267	3.465550165152766	82	2.5856143445872	4.0	-0.5164302663032738	0.8473180486824575	-1.3339806748030343	0.2523173413074473	
Ascl1p	3	0.5736842105263158	positive	67	152	1.573125222431237	41	3.241687703425593	7.0	-0.0251036341073827	0.9783911291153422	-0.20208131596216372	0.6081068220799395	
Ascl1p	3	0.5947368421052631	positive	60	122	1.570986679302901	43	3.240699726363449	6.0	0.2776261287196211	0.7840975355676818	-0.1022720968869546	0.705726211619762	
Ascl1p	3	0.6157894736842104	positive	51	98	1.2141549960509332	36	2.883192913887821	5.0	-0.10503470074170251	0.9171464455281636	-0.2565814882169739	0.575641979788317	
Ascl1p	3	0.6368421052631579	positive	50	85	1.4457564575645758	29	2.843691844477311	4.0	0.7452849226747116	0.5441693842335342	-0.08518322312092552	0.6825904994022208	
Ascl1p	3	0.6578947368421053	positive	42	62	1.1260601387818043	27	2.2007504001753087	2.0	0.12695154614857218	0.9519155466068937	-0.8959686310239579	0.29740177412706004	
Ascl1p	3	0.6789473684210526	positive	35	48	3.8343328335832085	23	1.7348488644693614	1.0	-1.628210236535518	0.5829220002036244	-2.957025476915547	0.0231602923658398	
Ascl1p	4	0.3	positive	580	3571	3.0777499687616303	284	6.46647799026239	47.0	-0.006385262061918251	0.9909424108091328	-0.06359268300179721	0.7909939362247088	
Ascl1p	4	0.32105263157894737	positive	533	2636	3.1700278459806293	275	2.8365044089674702	15.0	-9.403147967278333	0.0019607639909583418	-8.69541039648428	0.008505831802126293	
Ascl1p	4	0.34210526315789475	positive	482	1935	2.9540258415996354	266	6.007414998766174	33.0	-0.1800409950174615	0.6732617874370521	-0.1646322546282739	0.6180687504259661	
Ascl1p	4	0.3631578947368421	positive	431	1403	2.878542129148746	250	2.184586125641153	5.0	-14.872073363267521	0.011310096028553443	-14.139074983624647	0.0008156956080882171	
Ascl1p	4	0.38421052631578945	positive	309	943	2.8491783145591283	180	3.137580265108717	11.0	-2.880547974460679	0.15394211473892996	-2.4171260968543735	0.16914240610792397	
Ascl1p	4	0.4052631578947368	positive	257	688	2.892776900103221	150	2.9005748150678086	8.0	-3.0750509747172723	0.17350000554908884	-2.658577498592943	0.13930986064564044	
Ascl1p	4	0.4263157894736842	positive	207	514	3.3099270754054144	116	3.081912642241191	7.0	-1.9074978768281428	0.3442271462401565	-1.785928962987219	0.20828066595687655	
Ascl1p	4	0.4473684210526315	positive	163	362	2.8427731806284413	93	3.0382179084591847	6.0	-1.040166960076038	0.5861349322249784	-1.0848788231312447	0.32696150519693734	
Ascl1p	4	0.46842105263157896	positive	138	272	2.4122914595224096	80	2.593299866274052	4.0	-3.802706908135616	0.09330904535010227	-3.480814936444072	0.0790424291142332	
Ascl1p	4	0.4894736842105263	positive	111	208	7.126443130972766	63	2.4902672086633597	3.0	-2.3226513810483365	0.37464552461417744	-2.6934163983454513	0.09659900536294994	
Ascl1p	4	0.5105263157894737	positive	80	134	2.34646273917422	48	2.0797240143572164	2.0	-4.4624606181796285	0.11152767683326889	-4.107706323537672	0.040895229876470374	
Ascl1p	4	0.531578947368421	positive	56	90	2.4835055925244234	38	9.152250659956113	9.0	-0.004269113981483663	0.9721867402360872	-0.021532270018056465	0.9090146903264829	
Ascl1p	4	0.5526315789473684	positive	23	43	1.4868980169971673	15	1.593505009866463	1.0	-5.601143191098629	0.021760931219054765	-4.983028146012786	0.02547731455233266	
Ascl1p	5	0.3	positive	646	7377	2.7640695305432748	233	4.217485779111257	48.0	-3.4354128556315553	0.04293801426717076	-3.198268105389257	0.11308029271173903	
Ascl1p	5	0.32105263157894737	positive	621	5697	2.9118580479720526	252	4.425205466912056	45.0	-2.540327951402132	0.03679625012403053	-2.513507579110594	0.14978023234302373	
Ascl1p	5	0.34210526315789475	positive	590	4464	2.9327763607526496	246	4.290682414720844	36.0	-1.791169083663207	0.19206129719239906	-1.562474990802619	0.22979105697774327	
Ascl1p	5	0.3631578947368421	positive	559	3410	2.9328363975233085	250	4.153415666766987	32.0	-2.3304678215945334	0.04472474811422912	-2.2969451184037126	0.15196335206992495	
Ascl1p	5	0.38421052631578945	positive	529	2567	3.099822348910611	261	3.8914642747402013	24.0	-1.7524386312722124	0.22190452112463388	-1.4919516135168793	0.24733623077747602	
Ascl1p	5	0.4052631578947368	positive	492	2009	3.0799868286073866	263	3.3881402210745195	17.0	-2.77014762138331	0.15318540164158811	-2.4582894050933493	0.14707056475187014	
Ascl1p	5	0.4263157894736842	positive	442	1510	2.932158879062579	248	3.443740895023358	16.0	-2.477912989240182	0.10563751718800037	-2.250455711934692	0.16560995731018657	
Ascl1p	5	0.4473684210526315	positive	387	1163	3.227198509287836	228	2.7986931874166876	9.0	-4.978632460199407	0.06062470543050909	-4.718486737506882	0.04150331903880872	
Ascl1p	5	0.46842105263157896	positive	341	864	3.295934733610762	205	2.5256015625320414	6.0	-4.6770695643682645	0.18785923166584018	-4.939473175002689	0.04264626101209405	
Ascl1p	5	0.4894736842105263	positive	302	673	2.7718850237036867	186	2.149094937407051	3.0	-4.066255139112245	0.49559414379528466	-7.9970085641460535	0.007560243309071385	
Ascl1p	5	0.5105263157894737	positive	245	511	2.122107556520965	153	2.3996760487528697	4.0	-2.098099640059771	0.5874373430683159	-3.560560442097472	0.07787117552906163	
Ascl1p	5	0.531578947368421	positive	169	355	2.578385219089315	104	3.6543345639279403	9.0	0.08307945763948821	0.9372037738704238	-0.1771474999415008	0.6445185921180845	
Ascl1p	5	0.5526315789473684	positive	136	270	1.8275874484670638	85	3.3460950116520136	7.0	-0.5914654618534774	0.589504681884294	-0.6466813158421756	0.3905183624892581	
Ascl1p	5	0.5736842105263158	positive	111	209	2.1709806649714536	75	3.1553548173745067	6.0	0.061552820760935045	0.9618773648384414	-0.2610858167175778	0.5821750181279057	
Ascl1p	5	0.5947368421052631	positive	81	144	2.2899772727272727	57	3.013176030745928	5.0	-0.023404078432627262	0.9854453391720857	-0.31474266992637157	0.5523208439487691	
Ascl1p	5	0.6157894736842104	positive	63	107	2.0068889750549306	43	2.438678267824546	3.0	-1.3693025780133214	0.48745871966222754	-1.654116786055325	0.2383909422639673	
Ascl1p	5	0.6368421052631579	positive	53	81	1.8725247524752477	34	2.9990602624959086	4.0	0.5129238376490968	0.6175441459234572	-0.09851551624320587	0.6487541226497269	
Ascl1p	5	0.6578947368421053	positive	43	66	1.9191776522285	27	2.75116396928178	3.0	0.6560171961532744	0.6277557968769947	-0.22889722590024175	0.5559469112270289	
Ascl1p	5	0.6789473684210526	positive	40	61	4.653368304803976	24	2.9166210990476644	3.0	1.0015478783759066	0.4327694542208421	-0.09343833011909153	0.652841951550341	
Ascl1p	5	0.7	positive	29	39	0.9835323695788812	20	2.4185153442449945	2.0	1.5287324949903311	0.33925600159466074	-0.1498381197740113	0.5604777479056142	
